index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),EDUCATIONLEVEL (CODE),EDUCATIONLEVEL (DISPLAY),EDUCATIONLEVEL (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),DHSMICSGEOREGION (CODE),DHSMICSGEOREGION (DISPLAY),DHSMICSGEOREGION (URL),WEALTHDECILE (CODE),WEALTHDECILE (DISPLAY),WEALTHDECILE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
5401,cpmowho,Contraceptive prevalence - use of modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3334,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,,,,,,,39.5 [37.9-41.2],39.54569,37.90182,41.21354,,,
5402,cpmt,Contraceptive prevalence - use of modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3333,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,,,,,,,66.2 [64.3-68.1],66.22210,64.3433,68.05107,,,
5403,fps,Demand for family planning satisfied - use of modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3321,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,,,,,,,79.0 [75.5-82.2],79.03609,75.46141,82.21277,,,
5404,fpsmowho,Demand for family planning satisfied - use of modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3813,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,,,,,,,No data,,,,,,Not available.
5405,itnwm,Pregnant women sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3318,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,,,,,,,No data,,,,,,Not available.
5406,nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,,,,,,,36.1 [30.4-43.0],36.13823,30.35358,42.97644,,,
5407,sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,,,,,,,60.9 [55.1-66.5],60.92070,55.07104,66.47242,,,
5408,sba5,Births attended by skilled health personnel (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,,,,,,,59.3 [53.9-64.5],59.28953,53.90633,64.45854,,,
5409,stunt5,Stunting prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3328,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,,,,,,,18.7 [16.1-21.6],18.71210,16.12657,21.60539,,,
5410,tfr,Total fertility rate (births per woman),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3344,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,,,,,,,2.4 [2.2-2.6],2.39677,2.17278,2.6438,,,
5411,vdpt,DTP3 immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3335,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,,,,,,,65.4 [58.9-71.3],65.35349,58.92345,71.2678,,,
5412,vfull,Full immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3317,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,,,,,,,50.4 [44.2-56.5],50.36414,44.22482,56.49251,,,
5413,vpolio,Polio immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3339,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,,,,,,,85.9 [80.3-90.1],85.88501,80.34871,90.05464,,,
5414,wast5,Wasting prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4488,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,,,,,,,3.6 [2.7-4.8],3.60648,2.6857,4.82727,,,
5415,anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,,,,,,,30.3 [24.9-36.3],30.32478,24.91559,36.33994,,,
5416,anc45,Antenatal care coverage - at least four visits (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,,,,,,,30.0 [25.1-35.4],29.98301,25.06584,35.40899,,,
5417,bmi30wm,"Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3319,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,,,,,,,19.1 [16.7-21.8],19.12472,16.71088,21.79599,,,
5418,carep,Children aged < 5 years with pneumonia symptoms taken to a health facility (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3330,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,,,,,,,No data,,,,,,Not available.
5419,csection,Births by caesarean section (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,,,,,,,10.0 [7.8-12.7],9.95489,7.75644,12.69073,,,
5420,csection5,Births by caesarean section (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,,,,,,,7.7 [6.0-9.7],7.67509,6.03605,9.71319,,,
5421,fpsmowho,Demand for family planning satisfied - use of modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3813,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,,,,,,,No data,,,,,,Not available.
5422,imr,Infant mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3342,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,,,,,,,42.2 [35.5-50.2],42.21253,35.4819,50.15351,,,
5423,ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,,,,,,,11.6 [8.6-15.6],11.61580,8.56759,15.56391,,,
5424,ort,Children aged < 5 years with diarrhoea receiving oral rehydration therapy and continued feeding (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3331,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,,,,,,,19.9 [16.4-24.0],19.90785,16.35625,24.00926,,,
5425,sba5,Births attended by skilled health personnel (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,,,,,,,87.7 [85.4-89.7],87.72020,85.37632,89.73358,,,
5426,sevwast5,Severe wasting prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5593,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,,,,,,,0.7 [0.4-1.2],0.65957,0.37555,1.15592,,,
5427,u5mr,Under-five mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3345,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,,,,,,,73.5 [60.0-89.8],73.53452,60.04977,89.75824,,,
5428,uwgt5,Underweight prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3329,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,,,,,,,10.0 [7.5-13.2],10.00385,7.53118,13.1727,,,
5429,vfull,Full immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3317,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,,,,,,,51.2 [45.5-57.0],51.24692,45.4974,56.96363,,,
5430,vita,Children aged 6-59 months who received vitamin A supplementation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3332,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,,,,,,,No data,,,,,,Not available.
5431,anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,,,,,,,62.3 [56.7-67.7],62.33045,56.6951,67.65088,,,
5432,anc15,Antenatal care coverage - at least one visit (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,,,,,,,65.3 [60.5-69.8],65.29258,60.53863,69.75992,,,
5433,anc45,Antenatal care coverage - at least four visits (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,,,,,,,63.7 [60.8-66.5],63.72346,60.80145,66.54749,,,
5434,asfr1,Adolescent fertility rate (births per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3322,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,,,,,,,49.3 [39.3-61.7],49.31115,39.29137,61.72195,,,
5435,bfearly,Early initiation of breastfeeding (in the two years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,,,,,,,57.9 [54.1-61.6],57.87587,54.08745,61.57377,,,
5436,cci,Composite coverage index (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4489,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,,,,,,,No data,,,,,,Not calculated.
5437,cpmowho,Contraceptive prevalence - use of modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3334,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,,,,,,,35.3 [33.0-37.6],35.27683,33.0265,37.59442,,,
5438,csection5,Births by caesarean section (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,,,,,,,25.6 [23.2-28.1],25.56805,23.18131,28.11061,,,
5439,fps,Demand for family planning satisfied - use of modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3321,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,,,,,,,93.8 [92.6-94.8],93.83194,92.63951,94.84196,,,
5440,itnch,Children aged < 5 years sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3327,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,,,,,,,No data,,,,,,Not available.
5441,itnwm,Pregnant women sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3318,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,,,,,,,No data,,,,,,Not available.
5442,nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,,,,,,,27.0 [21.1-34.5],26.98211,21.08293,34.4738,,,
5443,ort,Children aged < 5 years with diarrhoea receiving oral rehydration therapy and continued feeding (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3331,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,,,,,,,No data,,,,,,Not available.
5444,overwgt5,Overweight prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5594,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,,,,,,,9.6 [8.3-11.0],9.55363,8.27259,11.00924,,,
5445,stunt5,Stunting prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3328,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,,,,,,,22.7 [19.8-25.9],22.72808,19.80586,25.94198,,,
5446,tfr,Total fertility rate (births per woman),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3344,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,,,,,,,2.8 [2.6-3.1],2.83613,2.61807,3.07228,,,
5447,uwgt5,Underweight prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3329,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,,,,,,,2.5 [1.8-3.5],2.47421,1.76377,3.46072,,,
5448,vbcg,BCG immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3325,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,,,,,,,92.6 [88.6-95.3],92.61143,88.5745,95.29772,,,
5449,vdpt,DTP3 immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3335,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,,,,,,,72.6 [66.9-77.6],72.58999,66.88192,77.6431,,,
5450,vmsl,Measles immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3337,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,,,,,,,69.1 [61.8-75.6],69.12569,61.80375,75.59824,,,
5451,vpolio,Polio immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3339,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,,,,,,,53.8 [46.8-60.7],53.78143,46.75727,60.65862,,,
5452,anc15,Antenatal care coverage - at least one visit (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,,,,,,,No data,,,,,,Not available.
5453,anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,,,,,,,No data,,,,,,Not available.
5454,bmi30wm,"Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3319,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,,,,,,,No data,,,,,,Not available.
5455,carep,Children aged < 5 years with pneumonia symptoms taken to a health facility (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3330,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,,,,,,,No data,,,,,,Not available.
5456,cpmowho,Contraceptive prevalence - use of modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3334,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,,,,,,,No data,,,,,,Not available.
5457,cpmt,Contraceptive prevalence - use of modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3333,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,,,,,,,No data,,,,,,Not available.
5458,fpsmowho,Demand for family planning satisfied - use of modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3813,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,,,,,,,No data,,,,,,Not available.
5459,imr,Infant mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3342,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,,,,,,,No data,,,,,,Not available.
5460,nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,,,,,,,No data,,,,,,Not available.
5461,ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,,,,,,,No data,,,,,,Not available.
5462,sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,,,,,,,No data,,,,,,Not available.
5463,sba5,Births attended by skilled health personnel (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,,,,,,,No data,,,,,,Not available.
5464,tfr,Total fertility rate (births per woman),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3344,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,,,,,,,No data,,,,,,Not available.
5465,u5mr,Under-five mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3345,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,URB,Urban,,,,,,,,,,,No data,,,,,,Not available.
5466,vfull,Full immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3317,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,,,,,,,No data,,,,,,Not available.
5467,vita,Children aged 6-59 months who received vitamin A supplementation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3332,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,RUR,Rural,,,,,,,,,,,No data,,,,,,Not available.
